date;route_from;route_to;start_at;arrived_at;duration_in_m;is_rush_hour;weather_conditions;seasonal_happening;traffic_density
27.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:24;10:34;98;True;2;0;3
03.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:30;13:22;124;False;4;0;1
05.12.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:39;14:17;54;False;2;0;3
09.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:05;10:51;46;False;4;1;2
17.10.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:02;10:06;66;True;2;0;2
12.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:16;11:23;126;True;3;1;1
08.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:05;16:42;52;False;2;0;2
27.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:27;18:24;131;False;1;0;1
25.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:21;20:01;117;True;1;0;3
10.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:38;16:21;43;False;4;0;2
30.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:01;14:46;59;False;1;0;2
19.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:33;09:33;60;True;3;1;3
16.01.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:04;13:22;92;False;4;1;1
14.12.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:27;17:28;134;False;4;0;1
19.01.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:58;09:00;62;True;4;0;3
12.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:19;10:08;58;True;1;1;3
10.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:56;10:52;56;True;4;1;2
07.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:06;15:53;47;False;3;1;2
08.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:41;11:22;124;False;2;1;1
07.04.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:20;12:08;48;False;4;0;2
18.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:19;14:07;48;False;3;0;2
10.01.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:32;08:16;59;False;1;1;3
23.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:13;11:19;130;True;1;1;2
14.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:03;13:40;51;False;1;1;2
26.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:52;12:06;70;True;2;0;2
25.02.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:42;12:30;48;False;4;0;2
15.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:32;13:17;58;False;2;1;3
05.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:59;15:40;113;False;4;0;1
13.12.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:34;12:19;60;False;1;1;2
15.11.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:11;13:26;125;True;2;1;1
29.01.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:57;17:40;55;False;2;0;3
12.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:48;13:28;57;False;1;1;3
13.02.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:29;09:48;74;True;1;1;3
13.04.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:53;09:45;52;True;3;1;2
03.02.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:06;13:02;122;True;2;0;2
10.02.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:40;10:01;81;True;3;0;2
21.02.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:29;10:27;100;False;1;1;1
07.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:43;15:23;89;False;2;0;1
01.01.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:54;13:36;42;False;3;1;3
03.03.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:50;16:46;128;False;2;1;1
26.04.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:06;16:44;121;False;2;0;1
10.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:37;13:24;60;False;2;1;3
23.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:22;14:08;46;False;3;0;3
27.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:51;08:35;56;False;1;0;3
26.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:26;11:47;108;True;1;0;2
02.06.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:32;09:58;86;True;4;1;2
25.07.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:16;11:14;118;True;4;0;2
29.02.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:46;16:29;58;False;1;0;3
06.02.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:52;11:47;115;True;4;1;3
29.08.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:09;10:35;115;False;2;1;1
25.04.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:16;12:48;50;False;1;0;3
30.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:08;15:53;58;False;1;1;2
26.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:29;19:08;83;True;2;0;3
03.03.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:22;10:29;67;True;4;1;2
12.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:35;16:09;51;False;1;1;3
31.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:33;22:58;152;True;2;1;1
04.12.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:24;15:00;120;False;2;0;1
26.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:35;07:21;46;False;4;0;2
12.10.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:05;16:32;99;False;3;0;1
30.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:45;16:46;214;True;2;0;1
26.07.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:41;15:39;134;False;2;1;1
05.02.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:26;17:42;90;False;3;1;1
18.10.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:46;15:41;127;False;1;0;1
06.12.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:29;14:55;170;True;1;0;1
30.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:01;15:44;43;False;3;1;2
18.07.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:15;12:58;58;False;2;0;3
12.07.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:00;13:05;80;False;3;0;1
29.07.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:35;08:55;80;True;3;1;2
09.02.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:11;17:09;76;False;3;0;1
11.07.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:29;18:27;118;True;4;1;3
05.01.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:31;18:36;70;True;1;1;3
17.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:09;15:54;45;False;4;1;3
16.03.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:42;15:43;101;False;1;1;1
30.11.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:48;13:21;110;False;4;0;1
09.02.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:20;18:05;105;True;4;0;2
03.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:58;08:40;58;False;2;0;2
27.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:47;15:57;136;False;2;0;1
13.02.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:11;09:01;58;True;1;1;2
03.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:07;10:24;106;True;1;1;3
17.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:32;15:14;42;False;4;1;2
24.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:18;08:06;61;False;1;1;3
16.02.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:13;15:37;87;False;1;1;1
17.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:55;18:45;125;False;3;0;1
21.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:32;15:20;48;False;3;1;2
07.06.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:07;17:31;82;False;2;1;1
03.01.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:52;17:59;79;False;4;0;1
26.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:41;00:03;180;True;1;1;1
10.11.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:51;12:34;150;True;4;0;1
14.08.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:07;09:22;71;True;1;1;2
18.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:13;19:17;96;True;2;1;3
01.12.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:06;13:51;45;False;3;0;2
22.02.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:57;17:42;57;False;1;1;3
01.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:55;14:37;92;False;2;1;1
31.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:05;11:53;48;False;4;0;3
15.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:42;10:35;53;True;4;1;2
28.06.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:50;19:28;123;False;2;1;1
02.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:31;11:15;44;False;4;0;2
11.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:17;10:21;97;True;1;1;3
14.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:57;13:14;106;True;1;1;2
01.04.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:36;14:23;47;False;4;1;2
01.02.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:21;20:02;113;True;1;1;3
18.07.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:43;07:31;48;False;3;0;2
09.02.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:44;07:27;43;False;3;1;2
24.03.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:20;14:59;149;True;1;1;1
04.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:42;17:25;91;False;2;1;1
01.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:43;09:40;63;True;2;1;2
18.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:04;11:06;127;True;1;1;3
01.12.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:40;11:49;134;False;2;0;1
16.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:52;10:51;119;True;3;0;3
25.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:41;14:25;44;False;3;1;3
22.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:27;20:15;120;True;1;0;2
11.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:55;00:13;184;True;1;1;1
16.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:39;10:46;67;True;4;0;2
31.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:21;09:13;112;True;4;0;2
18.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:15;09:06;51;True;3;0;3
17.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:08;14:55;47;False;4;0;2
31.01.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:02;06:50;48;False;3;0;2
24.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:26;12:09;43;False;4;1;3
30.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:58;20:27;108;True;1;1;2
22.07.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:59;08:52;53;True;3;1;2
25.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:18;17:50;117;False;1;0;1
21.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:15;07:02;47;False;3;0;3
04.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:47;10:37;101;True;3;0;1
02.01.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:20;14:07;47;False;3;1;2
18.04.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:31;12:40;121;True;3;0;1
13.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:55;16:25;157;True;1;0;1
23.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:51;12:02;98;True;2;0;3
14.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:41;16:26;45;False;4;0;3
24.03.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:46;11:28;42;False;3;0;2
14.04.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:38;15:02;169;True;1;0;1
28.07.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:39;13:03;161;True;3;0;1
19.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:43;16:14;85;False;2;1;1
02.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:10;15:57;47;False;4;0;2
19.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:01;07:48;60;False;1;1;3
18.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:10;15:48;54;False;1;0;2
04.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:56;14:42;46;False;3;0;2
07.08.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:33;16:58;103;False;3;0;1
25.04.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:58;17:50;192;True;2;0;1
23.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:27;08:14;60;False;1;0;2
29.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:39;08:49;70;True;3;1;3
07.02.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:12;13:42;104;False;4;0;1
04.01.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:33;12:50;92;False;3;0;1
01.07.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:23;11:05;42;False;4;0;2
20.07.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:27;15:14;59;False;1;0;3
19.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:00;15:39;54;False;1;1;3
01.04.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:55;13:30;135;True;3;1;1
12.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:57;07:45;48;False;3;1;2
15.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:11;15:50;57;False;2;0;3
04.04.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:01;16:42;56;False;2;1;2
01.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:10;12:57;47;False;4;1;2
01.04.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:31;13:53;98;False;4;1;1
05.04.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:10;14:58;61;False;1;0;3
25.07.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:03;13:41;91;False;2;1;1
25.04.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:32;14:16;44;False;3;1;3
02.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:29;17:54;85;True;3;0;3
03.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:44;15:32;48;False;4;0;3
01.08.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:03;12:52;62;False;1;0;2
24.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:34;19:59;106;True;2;1;3
23.08.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:42;15:27;125;False;2;0;1
10.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:54;15:38;56;False;1;1;3
02.12.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:03;17:23;80;True;4;1;3
16.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:32;11:00;81;True;2;0;2
12.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:56;19:40;87;True;2;1;3
13.12.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:38;09:34;116;True;4;1;2
09.11.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:00;11:50;155;True;3;1;1
22.12.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:27;19:28;132;False;1;0;1
20.06.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:55;18:12;112;False;2;1;1
23.06.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:04;07:41;55;False;1;0;3
04.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:51;17:38;122;False;4;1;1
08.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:14;10:56;102;True;4;1;2
04.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:35;11:20;45;False;4;1;3
06.12.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:59;13:50;127;False;3;0;1
21.01.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:57;18:23;85;False;2;0;1
19.12.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:43;15:17;160;True;1;1;1
25.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:40;16:23;57;False;1;0;3
13.07.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:03;15:48;45;False;4;0;3
